stud,sex,birth,sire,dam,taxon,name,death,events
9145,M,3 Jul 1991,7514,8809,fulgens,,,MILL MOUN      3 Jul 1991   0285     Birth      FIRECRACKE                fulgens | PHILADELP      2 Apr 1992 102537     Transfer | NZP-CRC       18 Nov 1992 110855     Transfer | 11 Aug 1993 110855     Transfer | GARDENCTY     11 May 2000 A01017     Transfer
9146,M,3 Jul 1991,7514,8809,fulgens,,2009-04-07,MILL MOUN      3 Jul 1991   0286     Birth      SPARKLER                  fulgens | PHILADELP      2 Apr 1992 102538     Transfer | 15 Feb 2002 102538     Transfer | 7 Apr 2009            Death | [Death by: Unknown means]
9197,F,3 Jul 1991,8629,8907,styani,,,CLEVELAND    3 Jul 1991 910702     Birth      TOU SHENG     styani | AKRON       27 Jul 1992   1137     Transfer | CINCINNAT    3 Nov 1993 193244     Transfer | AKRON        5 May 1994   1137     Transfer
9198,F,3 Jul 1991,8629,8907,styani,,2008-08-14,CLEVELAND    3 Jul 1991 910703     Birth      Er Shang      styani | AKRON       27 Jul 1992   1136     Transfer | BATTLE CR   12 Dec 1999 99M65      Transfer | STATEN IS   20 Oct 2003 003019     Transfer | 14 Aug 2008            Death | [Death by: Unknown means]
9102,M,4 Jul 1991,8615,8603,fulgens,,2007-09-28,ROTTERDAM    4 Jul 1991 104288     Birth      HENCKY        fulgens | KREFELD      4 May 1993    645     Transfer | 31 Dec 1996    645     Transfer | 28 Sep 2007            Death | [Death by: Unknown means]
9103,M,4 Jul 1991,8615,8603,fulgens,,1991-12-08,ROTTERDAM    4 Jul 1991 104286     Birth      ZHADA         fulgens | 8 Dec 1991            Death | [Death by: Unknown means]
9135,M,4 Jul 1991,8717,8632,fulgens,,1991-12-13,BELFAST      4 Jul 1991     509      Birth                  fulgens | 13 Dec 1991               Death | [Death by: Environ/Behav conditions       Incinerate    Generalized     Unknown after necropsy]
9136,M,4 Jul 1991,8717,8632,fulgens,,1991-11-14,BELFAST    4 Jul 1991    510       Birth                    fulgens | 14 Nov 1991              Death | [Death by: Environ/Behav conditions   Incinerate     Digestive    Nutrition]
9147,M,4 Jul 1991,8633,8803,fulgens,,1995-06-10,NZP-CRC      4 Jul 1991 110178     Birth      JAMES         fulgens | DENVER      10 Jun 1992 920196     Transfer | 17 Jun 1992 920196     Transfer | 10 Jun 1995            Death | [Death by: Unknown means]
9148,F,4 Jul 1991,8633,8803,fulgens,,2008-05-27,NZP-CRC      4 Jul 1991 110179     Birth      DOLLY         fulgens | 23 Feb 1996 110179     Transfer | SIOUX FAL   11 May 2000   2388     Transfer | BUFFALO     30 Mar 2001 M01027     Transfer | 27 May 2008            Death | [Death by: Unknown means]
9183,F,4 Jul 1991,8924,8838,styani,JAZGA,,SABAE        4 Jul 1991 ______     Birth               JAZGA 165C   styani | KYOTO       18 Mar 1993 ______     Transfer
9199,M,6 Jul 1991,8701,8621,styani,,2003-12-20,CINCINNAT    6 Jul 1991 191154     Birth      JUNIOR                styani | MINNESOTA    7 Oct 1992   7583     Transfer | MEMPHIS     18 Dec 2003 21296      Transfer | 20 Dec 2003            Death | [Death by: Unknown means]
91100,M,6 Jul 1991,8701,8621,styani,HUN-HO,,CINCINNAT    6 Jul 1991 191155     Birth      HUN-HO   AZA 0217     styani | CALGARY     19 Apr 1992 103767     Transfer | CINCINNAT    7 Oct 1998 191155     Transfer | MILLER R    28 Oct 1998 ______ ltf Transfer
91101,M,6 Jul 1991,8701,8621,styani,JANTOU,,CINCINNAT    6 Jul 1991 191156     Birth      JANTOU   AZA 0218     styani | NASHV ZOO   12 Oct 1992 940051     Transfer | CINCINNAT   22 Mar 1995 191156     Transfer | MILLER R    12 Apr 1995 ______ ltf Transfer
9104,F,10 Jul 1991,8410,8606,fulgens,,2001-08-10,"HELSINKI    10 Jul 1991 910120     Birth     INKA                   fulgens | HANNOVER    21 Dec 1992   V459     Transfer | 29 Jan 1998   V459     Transfer | DUISBURG    20 Mar 1998   3583     Transfer | 10 Aug 2001            Death | [Death by: Infection associated         Incinerate    Generalized   Circulatory, secondary]"
9105,F,10 Jul 1991,8410,8606,fulgens,,2004-06-02,HELSINKI    10 Jul 1991 910121     Birth      IDA                   fulgens | WARSAW       4 Dec 1992 S2945      Transfer | KLEVE        1 Jul 1995 ______     Transfer | WARSAW      30 Jan 1996 S2945      Transfer | 2 Jun 2004            Death | [Death by: Unknown means]
9110,M,11 Jul 1991,8419,8802,fulgens,,2006-06-07,BUFFALO     11 Jul 1991 91M153     Birth      GERRY                 fulgens | CENTRALPK   14 May 1992 926038     Transfer | NY BRONX     1 Mar 2000 926038     Transfer | SYRACUSE    29 Nov 2000 M00180     Transfer | MILL MOUN    4 Nov 2003    504     Transfer | 7 Jun 2006            Death | [Death by: Unknown means]
9111,F,11 Jul 1991,8419,8802,fulgens,,1999-05-31,BUFFALO   11 Jul 1991 91M154     Birth     VICKY                        fulgens | 31 May 1999            Death | [Death by: Infection associated   Unknown   Unknown (after necropsy)]
9184,M,14 Jul 1991,8856,8857,styani,PAO,2003-12-21,TOKUYAMA      14 Jul 1991 ______      Birth     PAO        JAZGA 166C   styani | MITO CHO      19 Mar 1993 ______      Transfer | 21 Dec 2003             Death | [Death by: Other/Unknown       Unknown   Digestive    Mechanical abnormality]
9185,M,14 Jul 1991,8856,8857,styani,CHIN-CHIN JAZGA,,TOKUYAMA      14 Jul 1991 ______      Birth      CHIN-CHIN JAZGA 167C   styani | HIRAKATA       4 Mar 1994 ______      Transfer
9149,M,18 Jul 1991,8109,8313,fulgens,,1991-07-20,ST LOUIS      18 Jul 1991 910753      Birth                             fulgens | 20 Jul 1991             Death | [Death by: Unknown means]
9150,F,18 Jul 1991,8109,8313,fulgens,,1991-07-22,ST LOUIS      18 Jul 1991 910754      Birth                             fulgens | 22 Jul 1991             Death | [Death by: Unknown means]
9186,F,18 Jul 1991,8935,8936,styani,JAZGA,,ITOZU         18 Jul 1991 ______      Birth                JAZGA 168C   styani
9187,F,18 Jul 1991,8935,8936,styani,JAZGA,1991-10-04,ITOZU         18 Jul 1991 ______      Birth                JAZGA 168C   styani | 4 Oct 1991             Death | [Death by: Unknown means]
9188,M,19 Jul 1991,8749,8750,styani,JAZGA,1991-07-23,HIROSHIMA     19 Jul 1991 ______      Birth                JAZGA 10C    styani | 23 Jul 1991             Death | [Death by: Unknown means]
9189,M,19 Jul 1991,8749,8750,styani,JAZGA,1991-08-10,HIROSHIMA     19 Jul 1991 ______      Birth                JAZGA 171C   styani | 10 Aug 1991             Death | [Death by: Unknown means]
9190,M,19 Jul 1991,8749,8750,styani,JAZGA,1991-08-27,HIROSHIMA     19 Jul 1991 ______      Birth                JAZGA 172C   styani | 27 Aug 1991             Death | [Death by: Unknown means]
9108,M,23 Jul 1991,8204,8322,fulgens,,1992-01-19,LEIPZIG   23 Jul 1991 M00363     Birth                                  fulgens | 19 Jan 1992            Death | [Death by: Infection associated   Unknown   Generalized   Viral]
9109,F,23 Jul 1991,8204,8322,fulgens,,1992-01-19,LEIPZIG   23 Jul 1991 M00362     Birth                                fulgens | 19 Jan 1992            Death | [Death by: Infection associated   Unknown   Generalized   Viral]
9191,M,27 Jul 1991,8930,8849,styani,HAJIME,,KUSHIRO Z   27 Jul 1991 ______    Birth      HAJIME      JAZGA 173C   styani | KAGOSHIMA   10 Jan 1994 ______    Transfer
9192,F,27 Jul 1991,8930,8849,styani,JAZGA,1998-02-09,KUSHIRO Z   27 Jul 1991 ______    Birth                  JAZGA 174C   styani | 9 Feb 1998           Death | [Death by: Unknown means]
9118,M,16 Dec 1991,8401,8507,fulgens,,2000-12-04,SYDNEY    16 Dec 1991 910437       Birth     SYDNEY                   fulgens | ROTTERDAM  4 May 1993 104686       Transfer | PEAUGRES   7 Dec 1993     C77      Transfer | 13 Dec 1993     C77      Transfer | GIVSKUD    25 Mar 1998 AILF01       Transfer | 4 Dec 2000              Death | [Death by: Infection associated   Incinerate     Necropsy planned later]
9119,M,30 Dec 1991,8201,8212,fulgens,,2000-06-17,SYDNEY      30 Dec 1991 910438    Birth      KATHMANDU                fulgens | 17 Jun 2000           Death | [Death by: Unknown means]
9120,F,30 Dec 1991,8201,8212,fulgens,,1997-08-25,SYDNEY    30 Dec 1991 910439     Birth     TASHI                      fulgens | AUCKLAND  17 Nov 1992 MK1191     Transfer | 25 Aug 1997            Death | [Death by: Environ/Behav conditions   Bury   Respiratory   Toxicity]
9201,M,1 Jan 1992,8520,8302,fulgens,,2004-12-08,ADELAIDE     1 Jan 1992 920000    Birth      JYOTI                    fulgens | JOHANSBRG    2 Aug 1992     94    Transfer | PRETORIA    28 Apr 1993 903670    Transfer | 8 Dec 2004           Death | [Death by: Unknown means]
9202,F,1 Jan 1992,8520,8302,fulgens,,2006-08-29,ADELAIDE     1 Jan 1992 920001    Birth      MISHRA                   fulgens | JOHANSBRG    2 Aug 1992     92    Transfer | SYDNEY      10 Jul 1999 990346    Transfer | 29 Aug 2006           Death | [Death by: Unknown means]
9203,M,1 Jan 1992,7611,8413,fulgens,,2004-01-07,ADELAIDE     1 Jan 1992 920002    Birth      HARI                     fulgens | PRETORIA     4 Feb 1997 906048    Transfer | 7 Jan 2004               Death | [Death by: Other/Unknown         Unknown   Urinary      Metabolism]
9224,?,27 May 1992,9095,9096,styani,,1992-06-07,BATTLE CR     27 May 1992   0418        Birth                styani | 7 Jun 1992               Death | [Death by: Unknown means]
9225,?,27 May 1992,9095,9096,styani,,1992-06-07,BATTLE CR     27 May 1992   0419        Birth                styani | 7 Jun 1992               Death | [Death by: Unknown means]
9204,M,3 Jun 1992,8805,8527,styani,,1992-06-03,TOLEDO   3 Jun 1992 920025     Birth                         styani | 3 Jun 1992            Death | [Death by: Injury from exhibit mate   Bury   Unknown (after necropsy)]
9205,M,6 Jun 1992,8965,9032,fulgens,,2003-08-07,MANHATTAN6 Jun 1992 060692      Birth     RALPH              fulgens | BUFFALO  2 Jun 1993 93M122      Transfer | BIRMINGHM7 Feb 2001 M01001      Transfer | BIRMNGHAM8 Nov 2002 M01001      Transfer | 7 Aug 2003             Death | [Death by: Euthanasia (medical)   Bury   Hemic/Lymph    Unknown after necropsy]
9206,F,6 Jun 1992,8965,9032,fulgens,,2003-03-29,MANHATTAN      6 Jun 1992 061692        Birth      MILLIE    fulgens | OMAHA          5 Jun 1993   7312        Transfer | CENTRALPK     16 Nov 1993 936232        Transfer | 1 Jun 1995 936232        Transfer | INDIANAPL     15 Dec 1999 990291        Transfer | 29 Mar 2003               Death | [Death by: Unknown means]
9234,M,6 Jun 1992,9005,8958,fulgens,,1993-06-19,LA FRONTI   6 Jun 1992    PR5      Birth     CURRITO         fulgens | 19 Jun 1993             Death | [Death by: Infection associated         Mounted or Preserved:    Respiratory    Bacterial]
92127,M,8 Jun 1992,9030,9031,styani,,1992-09-11,BUDAPEST       8 Jun 1992 000398        Birth                styani | 11 Sep 1992               Death | [Death by: Unknown means]
92128,F,8 Jun 1992,9030,9031,styani,,1998-11-21,BUDAPEST       8 Jun 1992 000399        Birth      WANDA     styani | 21 Nov 1998               Death | [Death by: Unknown means]
9235,M,10 Jun 1992,9005,9004,fulgens,,1992-06-18,LA FRONTI    10 Jun 1992    PR6        Birth               fulgens | 18 Jun 1992               Death | [Death by: Stillbirth      Incinerate   Digestive      Bacterial]
9250,M,11 Jun 1992,8738,8954,fulgens,,1992-06-15,MARWELL       11 Jun 1992    1999     Birth       M12      fulgens | 15 Jun 1992             Death | [Death by: Other/Unknown       Incinerate    No necropsy planned]
9251,F,11 Jun 1992,8738,8954,fulgens,,1992-06-21,MARWELL       11 Jun 1992    2000     Birth       F14      fulgens | 21 Jun 1992             Death | [Death by: Other/Unknown       Incinerate    No necropsy planned]
9232,F,14 Jun 1992,8119,8103,fulgens,,1997-07-15,ESKILSTUN 14 Jun 1992      86      Birth     ELSA          fulgens | JUNSELE    3 Jun 1993 ______       Transfer | ESKILSTUN  7 Sep 1993      86      Transfer | PEAUGRES  12 Jan 1994     C78      Transfer | 15 Jul 1997              Death | [Death by: Infection associated   Incinerate     Digestive   Bacterial]
9240,M,14 Jun 1992,8730,8503,fulgens,,2007-01-16,MADRID Z      14 Jun 1992    PR34      Birth      JORGE    fulgens | LISBON        24 Dec 1992       5      Transfer | 16 Jan 2007              Death | [Death by: Unknown means]
9241,F,14 Jun 1992,8730,8503,fulgens,,2005-06-01,MADRID Z      14 Jun 1992    PR35      Birth      SILVIA   fulgens | KNOXVILLE     22 Jun 1995    1668      Transfer | 1 Jun 2005              Death | [Death by: Unknown means]
9287,?,14 Jun 1992,UNK,8953,fulgens,,1992-06-14,YARMOUTH      14 Jun 1992 ______       Birth               fulgens | 14 Jun 1992              Death | [Death by: Unknown means]
9242,F,15 Jun 1992,8737,8956,fulgens,,1992-07-13,MADRID Z      15 Jun 1992    PR36     Birth                fulgens | 13 Jul 1992             Death | [Death by: Environ/Behav conditions       Unknown      Generalized    Unknown after necropsy]
9253,F,16 Jun 1992,8830,8914,fulgens,,1999-01-29,HIGASHIIZ     16 Jun 1992 ______       Birth               fulgens | 29 Jan 1999              Death | [Death by: Unknown means]
9228,M,18 Jun 1992,8731,8864,fulgens,,1992-06-24,BARCELONA     18 Jun 1992    3340      Birth               fulgens | 24 Jun 1992           Death | [Death by: Unknown means]
9229,M,18 Jun 1992,8731,8864,fulgens,,1992-06-18,BARCELONA   18 Jun 1992   3341    Birth                             fulgens | 18 Jun 1992           Death | [Death by: Unknown means]
9254,M,19 Jun 1992,8924,8833,styani,YOU-YOU,,SABAE       19 Jun 1992 ______    Birth      YOU-YOU   JAZGA 180C   styani | ASAHIKAWA   22 Apr 1993      2    Transfer
9255,F,19 Jun 1992,8924,8833,styani,SAISAI,2006-07-01,SABAE      19 Jun 1992 ______     Birth      SAISAI    JAZGA 181C   styani | HIMEJI     21 Sep 1994 ______     Transfer | 1 Jul 2006            Death | [Death by: Old age      Unknown   No necropsy planned]
9243,F,21 Jun 1992,8737,8863,fulgens,,1998-12-09,MADRID Z    21 Jun 1992   PR37    Birth      GILDA                  fulgens | NASHV ZOO   20 Jun 1995 940406    Transfer | 9 Dec 1998           Death | [Death by: Unknown means]
9256,F,21 Jun 1992,9052,8535,styani,RIN-RIN,,NAGANO      21 Jun 1992 ______    Birth      RIN-RIN   JAZGA 182C   styani | HIRAKATA     4 Mar 1994 ______    Transfer
9257,F,21 Jun 1992,9052,8535,styani,RUN,,NAGANO      21 Jun 1992 ______    Birth      RUN       JAZGA 183C   styani | TAKARAZUK   11 Mar 1994 ______    Transfer | TOKUSHIMZ   15 Apr 2003 ______    Transfer
9207,?,22 Jun 1992,8203,8820,fulgens,,1992-06-24,DENVER     22 Jun 1992 920212     Birth                             fulgens | 24 Jun 1992            Death | [Death by: Other/Unknown        Unknown    Necropsy planned later   Unknown after necropsy]
9258,M,22 Jun 1992,8752,8714,styani,JAZGA,,SABAE       22 Jun 1992 ______    Birth                JAZGA 184C   styani | OKAYAMA     22 Feb 1994 ______    Transfer
9259,M,22 Jun 1992,8752,8714,styani,JAZGA,2000-02-18,SABAE       22 Jun 1992 ______    Birth                JAZGA 185C   styani | KUSHIRO Z        ~ 1994 ______    Transfer | 18 Feb 2000           Death | [Death by: Unknown means]
9260,F,23 Jun 1992,8639,8640,styani,NA-NA,1994-08-16,ICHIKAWA    23 Jun 1992 ______    Birth      NA-NA     JAZGA 186C   styani | 16 Aug 1994           Death | [Death by: Unknown means]
92138,M,23 Jun 1992,UNK,UNK,styani,,,KUNMING       23 Jun 1992 ______      Birth      PEKIN                  styani | LISBON         7 Apr 1994   3408      Transfer | TOUROPARC     22 Nov 2004 T04059      Transfer
9231,F,24 Jun 1992,8506,8614,fulgens,,1992-06-24,DUISBURG     24 Jun 1992   1798       Birth                FF/DG/92/31 fulgens | 24 Jun 1992              Death | [Death by: Stillbirth      Incinerate   Generalized     Trauma]
9261,F,26 Jun 1992,8935,8936,styani,YUU-YUU,2003-11-03,ITOZU         26 Jun 1992 ______      Birth     YUU-YUU    JAZGA 187C   styani | MIYAZAK        ~ Jul 1995 ______      Transfer | HITACHI       18 May 1996 ______      Transfer | 3 Nov 2003             Death | [Death by: Other/Unknown       Unknown   Digestive    Unknown after necropsy]
9262,F,26 Jun 1992,8935,8936,styani,JAZGA,1992-07-05,ITOZU         26 Jun 1992 ______      Birth                JAZGA 188C   styani | 5 Jul 1992             Death | [Death by: Unknown means]
9226,M,27 Jun 1992,9001,9017,fulgens,,2002-12-12,ANTWERP       27 Jun 1992 M9364A      Birth      Tobias    FM/AN/92/26 fulgens | GIVSKUD       18 Jun 1993 101504      Transfer | HANNOVER      28 Mar 1998   V580      Transfer | 12 Dec 2002             Death | [Death by: Unknown means]
9227,M,27 Jun 1992,9001,9017,fulgens,,2002-02-09,ANTWERP    27 Jun 1992 M9364B     Birth     TARZAN                      fulgens | RHENEN     30 Apr 1993   M627     Transfer | 9 Feb 2002            Death | [Death by: Injury from exhibit mate       Rendered   Generalized   Unknown after necropsy]
9244,M,27 Jun 1992,8737,8422,fulgens,,2003-09-12,MADRID Z      27 Jun 1992   PR38      Birth      LEANDRO                fulgens | VIENNA        18 Nov 1993   M689      Transfer | 12 Sep 2003             Death | [Death by: Unknown means]
9245,M,27 Jun 1992,8737,8422,fulgens,,1992-09-13,MADRID Z      27 Jun 1992   PR39      Birth      ANGEL                  fulgens | 13 Sep 1992             Death | [Death by: Unknown means]
9263,M,27 Jun 1992,8856,8915,styani,PAN-PAN,,TOKUYAMA      27 Jun 1992 ______      Birth      PAN-PAN   JAZGA 189C   styani | FUKUOKA       17 Apr 1997 ______      Transfer
